  0.3000000000E+00  0.5737000000E+00 -0.2940000000E+01  0.5590000000E+00 -0.2940000000E+01
  0.3100000000E+00  0.5443000000E+00 -0.3038000000E+01  0.5291100000E+00 -0.3038000000E+01
  0.3200000000E+00  0.5139200000E+00 -0.3136000000E+01  0.4982400000E+00 -0.3136000000E+01
  0.3300000000E+00  0.4825600000E+00 -0.3234000000E+01  0.4663900000E+00 -0.3234000000E+01
  0.3400000000E+00  0.4502200000E+00 -0.3332000000E+01  0.4335600000E+00 -0.3332000000E+01
  0.3500000000E+00  0.4169000000E+00 -0.3430000000E+01  0.3997500000E+00 -0.3430000000E+01
  0.3600000000E+00  0.3826000000E+00 -0.3528000000E+01  0.3649600000E+00 -0.3528000000E+01
  0.3700000000E+00  0.3473200000E+00 -0.3626000000E+01  0.3291900000E+00 -0.3626000000E+01
  0.3800000000E+00  0.3110600000E+00 -0.3724000000E+01  0.2924400000E+00 -0.3724000000E+01
  0.3900000000E+00  0.2738200000E+00 -0.3822000000E+01  0.2547100000E+00 -0.3822000000E+01
  0.4000000000E+00  0.2356000000E+00 -0.3920000000E+01  0.2160000000E+00 -0.3920000000E+01
  0.4100000000E+00  0.1964000000E+00 -0.4018000000E+01  0.1763100000E+00 -0.4018000000E+01
  0.4200000000E+00  0.1562200000E+00 -0.4116000000E+01  0.1356400000E+00 -0.4116000000E+01
  0.4300000000E+00  0.1150600000E+00 -0.4214000000E+01  0.9399000000E-01 -0.4214000000E+01
  0.4400000000E+00  0.7292000000E-01 -0.4312000000E+01  0.5136000000E-01 -0.4312000000E+01
  0.4500000000E+00  0.2980000000E-01 -0.4410000000E+01  0.7750000000E-02 -0.4410000000E+01
  0.4600000000E+00 -0.1430000000E-01 -0.4508000000E+01 -0.3684000000E-01 -0.4508000000E+01
  0.4700000000E+00 -0.5938000000E-01 -0.4606000000E+01 -0.8241000000E-01 -0.4606000000E+01
  0.4800000000E+00 -0.1054400000E+00 -0.4704000000E+01 -0.1289600000E+00 -0.4704000000E+01
  0.4900000000E+00 -0.1524800000E+00 -0.4802000000E+01 -0.1764900000E+00 -0.4802000000E+01
  0.5000000000E+00 -0.2005000000E+00 -0.4900000000E+01 -0.2250000000E+00 -0.4900000000E+01
  0.5100000000E+00 -0.2495000000E+00 -0.4998000000E+01 -0.2744900000E+00 -0.4998000000E+01
  0.5200000000E+00 -0.2994800000E+00 -0.5096000000E+01 -0.3249600000E+00 -0.5096000000E+01
  0.5300000000E+00 -0.3504400000E+00 -0.5194000000E+01 -0.3764100000E+00 -0.5194000000E+01
  0.5400000000E+00 -0.4023800000E+00 -0.5292000000E+01 -0.4288400000E+00 -0.5292000000E+01
  0.5500000000E+00 -0.4553000000E+00 -0.5390000000E+01 -0.4822500000E+00 -0.5390000000E+01
  0.5600000000E+00 -0.5092000000E+00 -0.5488000000E+01 -0.5366400000E+00 -0.5488000000E+01
  0.5700000000E+00 -0.5640800000E+00 -0.5586000000E+01 -0.5920100000E+00 -0.5586000000E+01
  0.5800000000E+00 -0.6199400000E+00 -0.5684000000E+01 -0.6483600000E+00 -0.5684000000E+01
  0.5900000000E+00 -0.6767800000E+00 -0.5782000000E+01 -0.7056900000E+00 -0.5782000000E+01
  0.6000000000E+00 -0.7346000000E+00 -0.5880000000E+01 -0.7640000000E+00 -0.5880000000E+01
  0.6100000000E+00 -0.7934000000E+00 -0.5978000000E+01 -0.8232900000E+00 -0.5978000000E+01
  0.6200000000E+00 -0.8531800000E+00 -0.6076000000E+01 -0.8835600000E+00 -0.6076000000E+01
  0.6300000000E+00 -0.9139400000E+00 -0.6174000000E+01 -0.9448100000E+00 -0.6174000000E+01
  0.6400000000E+00 -0.9756800000E+00 -0.6272000000E+01 -0.1007040000E+01 -0.6272000000E+01
  0.6500000000E+00 -0.1038400000E+01 -0.6370000000E+01 -0.1070250000E+01 -0.6370000000E+01
  0.6600000000E+00 -0.1102100000E+01 -0.6468000000E+01 -0.1134440000E+01 -0.6468000000E+01
  0.6700000000E+00 -0.1166780000E+01 -0.6566000000E+01 -0.1199610000E+01 -0.6566000000E+01
  0.6800000000E+00 -0.1232440000E+01 -0.6664000000E+01 -0.1265760000E+01 -0.6664000000E+01
  0.6900000000E+00 -0.1299080000E+01 -0.6762000000E+01 -0.1332890000E+01 -0.6762000000E+01
  0.7000000000E+00 -0.1366700000E+01 -0.6860000000E+01 -0.1401000000E+01 -0.6860000000E+01
  0.7100000000E+00 -0.1435300000E+01 -0.6958000000E+01 -0.1470090000E+01 -0.6958000000E+01
  0.7200000000E+00 -0.1504880000E+01 -0.7056000000E+01 -0.1540160000E+01 -0.7056000000E+01
  0.7300000000E+00 -0.1575440000E+01 -0.7154000000E+01 -0.1611210000E+01 -0.7154000000E+01
  0.7400000000E+00 -0.1646980000E+01 -0.7252000000E+01 -0.1683240000E+01 -0.7252000000E+01
  0.7500000000E+00 -0.1719500000E+01 -0.7350000000E+01 -0.1756250000E+01 -0.7350000000E+01
  0.7600000000E+00 -0.1793000000E+01 -0.7448000000E+01 -0.1830240000E+01 -0.7448000000E+01
  0.7700000000E+00 -0.1867480000E+01 -0.7546000000E+01 -0.1905210000E+01 -0.7546000000E+01
  0.7800000000E+00 -0.1942940000E+01 -0.7644000000E+01 -0.1981160000E+01 -0.7644000000E+01
  0.7900000000E+00 -0.2019380000E+01 -0.7742000000E+01 -0.2058090000E+01 -0.7742000000E+01
  0.8000000000E+00 -0.2096800000E+01 -0.7840000000E+01 -0.2136000000E+01 -0.7840000000E+01
  0.8100000000E+00 -0.2175200000E+01 -0.7938000000E+01 -0.2214890000E+01 -0.7938000000E+01
  0.8200000000E+00 -0.2254580000E+01 -0.8036000000E+01 -0.2294760000E+01 -0.8036000000E+01
  0.8300000000E+00 -0.2334940000E+01 -0.8134000000E+01 -0.2375610000E+01 -0.8134000000E+01
  0.8400000000E+00 -0.2416280000E+01 -0.8232000000E+01 -0.2457440000E+01 -0.8232000000E+01
  0.8500000000E+00 -0.2498600000E+01 -0.8330000000E+01 -0.2540250000E+01 -0.8330000000E+01
  0.8600000000E+00 -0.2581900000E+01 -0.8428000000E+01 -0.2624040000E+01 -0.8428000000E+01
  0.8700000000E+00 -0.2666180000E+01 -0.8526000000E+01 -0.2708810000E+01 -0.8526000000E+01
  0.8800000000E+00 -0.2751440000E+01 -0.8624000000E+01 -0.2794560000E+01 -0.8624000000E+01
  0.8900000000E+00 -0.2837680000E+01 -0.8722000000E+01 -0.2881290000E+01 -0.8722000000E+01
  0.9000000000E+00 -0.2924900000E+01 -0.8820000000E+01 -0.2969000000E+01 -0.8820000000E+01
  0.9100000000E+00 -0.3013100000E+01 -0.8918000000E+01 -0.3057690000E+01 -0.8918000000E+01
  0.9200000000E+00 -0.3102280000E+01 -0.9016000000E+01 -0.3147360000E+01 -0.9016000000E+01
  0.9300000000E+00 -0.3192440000E+01 -0.9114000000E+01 -0.3238010000E+01 -0.9114000000E+01
  0.9400000000E+00 -0.3283580000E+01 -0.9212000000E+01 -0.3329640000E+01 -0.9212000000E+01
  0.9500000000E+00 -0.3375700000E+01 -0.9310000000E+01 -0.3422250000E+01 -0.9310000000E+01
  0.9600000000E+00 -0.3468800000E+01 -0.9408000000E+01 -0.3515840000E+01 -0.9408000000E+01
  0.9700000000E+00 -0.3562880000E+01 -0.9506000000E+01 -0.3610410000E+01 -0.9506000000E+01
  0.9800000000E+00 -0.3657940000E+01 -0.9604000000E+01 -0.3705960000E+01 -0.9604000000E+01
  0.9900000000E+00 -0.3753980000E+01 -0.9702000000E+01 -0.3802490000E+01 -0.9702000000E+01
  0.1000000000E+01 -0.3851000000E+01 -0.9800000000E+01 -0.3900000000E+01 -0.9800000000E+01
